0.876464844,8.93359375,17.4921875,2.006347656,45.92773438
0.876464844,6.01171875,48.1953125,2.006347656,45.92773438
0.876464844,6.01171875,17.4921875,8.395996094,45.92773438
0.876464844,6.01171875,17.4921875,2.006347656,52.78320313
0.876464844,8.93359375,48.1953125,8.395996094,52.78320313
0.469238281,6.01171875,48.1953125,8.395996094,52.78320313
0.469238281,8.93359375,17.4921875,8.395996094,52.78320313
0.469238281,8.93359375,48.1953125,2.006347656,52.78320313
0.469238281,8.93359375,48.1953125,8.395996094,45.92773438
0.469238281,8.93359375,48.1953125,8.395996094,52.78320313
0.626464844,4.01171875,29.4921875,8.756347656,30.92773438
0.219238281,4.01171875,29.4921875,8.756347656,30.92773438
0.626464844,2.93359375,29.4921875,8.756347656,30.92773438
0.626464844,4.01171875,36.1953125,8.756347656,30.92773438
0.626464844,4.01171875,29.4921875,6.145996094,30.92773438
0.626464844,4.01171875,29.4921875,8.756347656,67.78320313
0.626464844,2.93359375,36.1953125,6.145996094,67.78320313
0.219238281,4.01171875,36.1953125,6.145996094,67.78320313
0.219238281,2.93359375,29.4921875,6.145996094,67.78320313
0.219238281,2.93359375,36.1953125,8.756347656,67.78320313
0.219238281,2.93359375,36.1953125,6.145996094,30.92773438
0.219238281,2.93359375,36.1953125,6.145996094,67.78320313
0.126464844,8.01171875,5.4921875,4.256347656,60.92773438
0.719238281,8.01171875,5.4921875,4.256347656,60.92773438
0.126464844,6.93359375,5.4921875,4.256347656,60.92773438
0.126464844,8.01171875,12.1953125,4.256347656,60.92773438
0.126464844,8.01171875,5.4921875,1.645996094,60.92773438
0.126464844,8.01171875,5.4921875,4.256347656,37.78320313
0.126464844,6.93359375,12.1953125,1.645996094,37.78320313
0.719238281,8.01171875,12.1953125,1.645996094,37.78320313
0.719238281,6.93359375,5.4921875,1.645996094,37.78320313
0.719238281,6.93359375,12.1953125,4.256347656,37.78320313
0.719238281,6.93359375,12.1953125,1.645996094,60.92773438
0.719238281,6.93359375,12.1953125,1.645996094,37.78320313
0.188964844,3.51171875,26.4921875,1.443847656,27.17773438
0.531738281,3.51171875,26.4921875,1.443847656,27.17773438
0.188964844,4.43359375,26.4921875,1.443847656,27.17773438
0.188964844,3.51171875,21.1953125,1.443847656,27.17773438
0.188964844,3.51171875,26.4921875,3.333496094,27.17773438
0.188964844,3.51171875,26.4921875,1.443847656,79.03320313
0.188964844,4.43359375,21.1953125,3.333496094,79.03320313
0.531738281,3.51171875,21.1953125,3.333496094,79.03320313
0.531738281,4.43359375,26.4921875,3.333496094,79.03320313
0.531738281,4.43359375,21.1953125,1.443847656,79.03320313
0.531738281,4.43359375,21.1953125,3.333496094,27.17773438
0.531738281,4.43359375,21.1953125,3.333496094,79.03320313
0.688964844,7.51171875,2.4921875,5.943847656,57.17773438
0.031738281,7.51171875,2.4921875,5.943847656,57.17773438
0.688964844,8.43359375,2.4921875,5.943847656,57.17773438
0.688964844,7.51171875,45.1953125,5.943847656,57.17773438
0.688964844,7.51171875,2.4921875,7.833496094,57.17773438
0.688964844,7.51171875,2.4921875,5.943847656,49.03320313
0.688964844,8.43359375,45.1953125,7.833496094,49.03320313
0.031738281,7.51171875,45.1953125,7.833496094,49.03320313
0.031738281,8.43359375,2.4921875,7.833496094,49.03320313
0.031738281,8.43359375,45.1953125,5.943847656,49.03320313
0.031738281,8.43359375,45.1953125,7.833496094,57.17773438
0.031738281,8.43359375,45.1953125,7.833496094,49.03320313
0.938964844,5.51171875,38.4921875,3.693847656,72.17773438
0.281738281,5.51171875,38.4921875,3.693847656,72.17773438
0.938964844,2.43359375,38.4921875,3.693847656,72.17773438
0.938964844,5.51171875,33.1953125,3.693847656,72.17773438
